timestamp,dataset,model,test_size,random_state,accuracy,precision,recall,f1
2025-08-13 15:53:58,sklearn_breast_cancer,StandardScaler+LogisticRegression,0.2,42,0.9824561403508771,0.9861111111111112,0.9861111111111112,0.9861111111111112
